"slug","destination","floor_tier","stage","source"
"australia/new-south-wales/sydney/ramsgate-beach","Ramsgate Beach, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/chiswick","Chiswick, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/lewisham","Lewisham, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/enmore/553248634380756457","Enmore, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/cabarita","Cabarita, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/mortlake","Mortlake, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/the-junction","The Junction, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/queens-park","Queens Park, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/canley-vale","Canley Vale, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/allambie-heights","Allambie Heights, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/kurraba-point","Kurraba Point, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/brightwaters","Brightwaters, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/coledale","Coledale, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/henley","Henley, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/north-manly","North Manly, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/morisset/silverwater","Silverwater, Morisset, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/tempe","Tempe, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/maitland/louth-park","Louth Park, Maitland, New South Wales, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/newport","Newport, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/wavell-heights","Wavell Heights, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/burpengary-east","Burpengary East, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/north-booval","North Booval, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/collingwood-park","Collingwood Park, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/carina","Carina, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/cannon-hill","Cannon Hill, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/newtown","Newtown, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/sunshine-coast/maroochy-river","Maroochy River, Sunshine Coast, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/townsville/castle-hill","Castle Hill, Townsville, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/rockville","Rockville, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/bridgeman-downs","Bridgeman Downs, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/rangeville","Rangeville, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/macgregor","Macgregor, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/townsville/pimlico","Pimlico, Townsville, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/sunshine-coast/kuluin","Kuluin, Sunshine Coast, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/kearneys-spring","Kearneys Spring, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/cotswold-hills","Cotswold Hills, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/east-toowoomba","East Toowoomba, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/petrie-terrace","Petrie Terrace, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/moores-pocket","Moores Pocket, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/wilsonton","Wilsonton, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/south-toowoomba","South Toowoomba, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/centenary-heights","Centenary Heights, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/kenmore","Kenmore, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/heathwood","Heathwood, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/townsville/gulliver","Gulliver, Townsville, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/sunshine-coast/bokarina","Bokarina, Sunshine Coast, Queensland, Australia","second","3","sheet_46k"
"australia/south-australia/mudla-wirra","Mudla Wirra, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/gilberton","Gilberton, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/panorama","Panorama, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/ovingham","Ovingham, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/glenside","Glenside, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/lightsview","Lightsview, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/bowden","Bowden, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/henley-beach-south","Henley Beach South, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/royal-park","Royal Park, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/everard-park","Everard Park, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/payneham-south","Payneham South, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/kuitpo/553248634382919842","Kuitpo, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/new-port","New Port, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/kurralta-park","Kurralta Park, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/paechtown","Paechtown, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/black-forest","Black Forest, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/hectorville","Hectorville, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/taperoo","Taperoo, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/hilton","Hilton, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/forest-range","Forest Range, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/tonsley","Tonsley, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/surrey-hills","Surrey Hills, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/brunswick-west","Brunswick West, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/aspendale","Aspendale, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/epping","Epping, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/ballarat/ballarat-east","Ballarat East, Ballarat, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/mickleham","Mickleham, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/east-geelong","East Geelong, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/ballarat/soldiers-hill","Soldiers Hill, Ballarat, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/gisborne/riddells-creek","Riddells Creek, Gisborne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/murrumbeena","Murrumbeena, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/ballarat/brown-hill","Brown Hill, Ballarat, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/seddon","Seddon, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/lynbrook","Lynbrook, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/geelong/armstrong-creek","Armstrong Creek, Geelong, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/geelong-west","Geelong West, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/williams-landing","Williams Landing, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/clayton-south","Clayton South, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/ballarat/golden-point-ballarat","Golden Point (Ballarat), Ballarat, Victoria, Australia","second","3","sheet_46k"
"usa/washington/seattle/columbia-city","Columbia City, Seattle, Washington, USA","second","3","sheet_46k"
"usa/washington/seattle/georgetown","Georgetown, Seattle, Washington, USA","second","3","sheet_46k"
"peru/callao-region/callao/la-perla","La Perla, Callao, Callao Region, Peru","second","3","sheet_46k"
"japan/tokyo-prefecture/tokyo/2-chome-shinjuku","2-Chome Shinjuku, Tokyo, Tokyo (prefecture), Japan","second","3","sheet_46k"
"australia/queensland/newtown","Newtown, Toowoomba, Queensland, Australia","second","3","sheet_46k"
"belgium/walloon-region/hamoir/xhignesse","Xhignesse, Hamoir, Walloon Region, Belgium","second","3","sheet_46k"
"australia/south-australia/adelaide/exeter","Exeter, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/north-haven","North Haven, Adelaide, South Australia, Australia","second","3","sheet_46k"
"united-kingdom/england/london-borough-of-bromley","London Borough of Bromley, England, United Kingdom","second","3","sheet_46k"
"australia/new-south-wales/sydney/north-st-marys","North St Marys, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/victoria/ballarat/lake-wendouree","Lake Wendouree, Ballarat, Ballarat City, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/pakenham","Pakenham, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/laverton-north","Laverton North, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/camden","Camden, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/new-south-wales/turramurra","Turramurra, New South Wales, Australia","second","3","sheet_46k"
"australia/queensland/sunshine-coast/shelly-beach","Shelly Beach, Sunshine Coast, Sunshine Coast Region, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/lota","Lota, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/queensland/brisbane/rochedale-south","Rochedale South, Brisbane, Queensland, Australia","second","3","sheet_46k"
"australia/new-south-wales/sydney/ingleburn","Ingleburn, Sydney, New South Wales, Australia","second","3","sheet_46k"
"australia/south-australia/adelaide/camden-park","Camden Park, Adelaide, South Australia, Australia","second","3","sheet_46k"
"australia/victoria/melbourne/box-hill-south","Box Hill South, Melbourne, Victoria, Australia","second","3","sheet_46k"
"australia/western-australia/perth/perth-airport","Perth Airport, Perth, Western Australia, Australia","second","3","sheet_46k"
"france/var/la-seyne-sur-mer/les-sablettes","Les Sablettes, La Seyne-sur-Mer, Var, France","second","3","sheet_46k"
"united-kingdom/england/london/beckton","Beckton, London, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/london/park-royal","Park Royal, London, England, United Kingdom","second","3","sheet_46k"
"spain/valencian-community/valencia/la-malva-rosa","La Malva-rosa, Valencia, Valencian Community, Spain","second","3","sheet_46k"
"united-kingdom/england/london/muswell-hill","Muswell Hill, London, England, United Kingdom","second","3","sheet_46k"
"italy/lazio/rome/quartiere-xvii-trieste","Quartiere XVII Trieste, Rome, Lazio, Italy","second","3","sheet_46k"
"italy/lazio/rome/rione-ii-trevi","Rione II Trevi, Rome, Lazio, Italy","second","3","sheet_46k"
"australia/south-australia/adelaide/adelaide-airport","Adelaide Airport, Adelaide, South Australia, Australia","second","3","sheet_46k"
"italy/friuli-venezia-giulia/duino-aurisina/sistiana","Sistiana, Duino-Aurisina, Friuli-Venezia Giulia, Italy","second","3","sheet_46k"
"united-kingdom/scotland/alexandria/balloch","Balloch, Alexandria, Scotland, United Kingdom","second","3","sheet_46k"
"italy/tuscany/montignoso/capanne-prato-cinquale","Capanne-Prato-Cinquale, Montignoso, Tuscany, Italy","second","3","sheet_46k"
"united-kingdom/england/milton-keynes/bletchley","Bletchley, Milton Keynes, England, United Kingdom","second","3","sheet_46k"
"spain/canary-islands/adeje/fanabe","Fanabe, Adeje, Canary Islands, Spain","second","3","sheet_46k"
"spain/orihuela/dehesa-de-campoamor","Dehesa de Campoamor, Orihuela, Spain","second","3","sheet_46k"
"united-kingdom/england/wembley/wembley-park","Wembley Park, Wembley, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/matlock/matlock-bath","Matlock Bath, Matlock, England, United Kingdom","second","3","sheet_46k"
"germany/hamburg/hamburg/hamburg-mitte","Hamburg-Mitte, Hamburg, Hamburg, Germany","second","3","sheet_46k"
"united-kingdom/england/sunderland/roker","Roker, Sunderland, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/torquay/babbacombe","Babbacombe, Torquay, England, United Kingdom","second","3","sheet_46k"
"germany/berlin/tegel","Tegel, Berlin, Germany","second","3","sheet_46k"
"mexico/guanajuato/leon/leon-centro","Leon Centro, Leon, Guanajuato, Mexico","second","3","sheet_46k"
"united-kingdom/england/high-peak/chinley","Chinley, High Peak, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/southampton/hamble-le-rice","Hamble-le-Rice, Southampton, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/benfleet/south-benfleet","South Benfleet, Benfleet, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/london/royal-borough-of-kensington-and-chelsea","Royal Borough of Kensington and Chelsea, London, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/cheadle/cheadle-hulme","Cheadle Hulme, Cheadle, England, United Kingdom","second","3","sheet_46k"
"spain/canary-islands/tias/los-pocillos","Los Pocillos, Tias, Canary Islands, Spain","second","3","sheet_46k"
"france/haute-savoie-department/annecy/cran-gevrier","Cran-Gevrier, Annecy, Haute-Savoie (department), France","second","3","sheet_46k"
"spain/rojales/quesada","Quesada, Rojales, Spain","second","3","sheet_46k"
"united-kingdom/scotland/glasgow/blantyre","Blantyre, Glasgow, Scotland, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/brockenhurst/bucklers-hard","Bucklers Hard, Brockenhurst, England, United Kingdom","second","3","sheet_46k"
"italy/abruzzo/ortona/lido-riccio","Lido Riccio, Ortona, Abruzzo, Italy","second","3","sheet_46k"
"spain/canary-islands/santa-ursula/la-quinta","La Quinta, Santa Ursula, Canary Islands, Spain","second","3","sheet_46k"
"spain/pilar-de-la-horadada/torre-de-la-horadada","Torre de la Horadada, Pilar de la Horadada, Spain","second","3","sheet_46k"
"spain/pilar-de-la-horadada/mil-palmeras","Mil Palmeras, Pilar de la Horadada, Spain","second","3","sheet_46k"
"united-kingdom/england/folkestone/sandgate","Sandgate, Folkestone, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/nottingham/beeston","Beeston, Nottingham, England, United Kingdom","second","3","sheet_46k"
"spain/castrillon/salinas","Salinas, Castrillon, Spain","second","3","sheet_46k"
"spain/canary-islands/adeje/la-caleta","La Caleta, Adeje, Canary Islands, Spain","second","3","sheet_46k"
"spain/galicia/nigran/panxon","Panxon, Nigran, Galicia, Spain","second","3","sheet_46k"
"united-kingdom/england/london/barnes","Barnes, London, England, United Kingdom","second","3","sheet_46k"
"spain/community-of-madrid/madrid/aluche","Aluche, Madrid, Community of Madrid, Spain","mid","3","sheet_46k"
"united-kingdom/england/london/rotherhithe","Rotherhithe, London, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/london/forest-hill","Forest Hill, London, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/london/barbican","Barbican, London, England, United Kingdom","second","3","sheet_46k"
